2017-04-19 00:18:54,010 - root - INFO - Nework Params: 
2017-04-19 00:18:54,010 - root - INFO -    qvalue_weight: <NDArray 4x74 @gpu(0)>
2017-04-19 00:18:54,010 - root - INFO -    fc2_weight: <NDArray 64x128 @gpu(0)>
2017-04-19 00:18:54,010 - root - INFO -    fc1_weight: <NDArray 128x74 @gpu(0)>
2017-04-19 00:18:54,010 - root - INFO -    data: <NDArray 32x74 @gpu(0)>
2017-04-19 00:18:54,010 - root - INFO -    dqn_action: <NDArray 32 @gpu(0)>
2017-04-19 00:18:54,010 - root - INFO -    fc2_bias: <NDArray 64 @gpu(0)>
2017-04-19 00:18:54,010 - root - INFO -    com: <NDArray 32x10 @gpu(0)>
2017-04-19 00:18:54,011 - root - INFO -    dqn_target: <NDArray 32 @gpu(0)>
2017-04-19 00:18:54,011 - root - INFO -    fc1_bias: <NDArray 128 @gpu(0)>
2017-04-19 00:18:54,011 - root - INFO -    qvalue_bias: <NDArray 4 @gpu(0)>
2017-04-19 00:18:54,011 - root - INFO - Nework Aux Params: 
2017-04-19 00:18:54,011 - root - INFO - Optimizer Params: <class 'mxnet.optimizer.Adam'>
2017-04-19 00:18:54,011 - root - INFO -    epsilon: 1e-08
2017-04-19 00:18:54,011 - root - INFO -    beta2: 0.999
2017-04-19 00:18:54,011 - root - INFO -    beta1: 0.9
2017-04-19 00:18:54,011 - root - INFO -    rescale_grad: 1
2017-04-19 00:18:54,011 - root - INFO -    wd: 0.0
2017-04-19 00:18:54,011 - root - INFO -    lr: 0.0002
2017-04-19 00:18:54,011 - root - INFO - Nework Params: 
2017-04-19 00:18:54,011 - root - INFO -    fc2_weight: <NDArray 64x128 @gpu(0)>
2017-04-19 00:18:54,011 - root - INFO -    fc1_weight: <NDArray 128x74 @gpu(0)>
2017-04-19 00:18:54,012 - root - INFO -    signal_bias: <NDArray 10 @gpu(0)>
2017-04-19 00:18:54,012 - root - INFO -    signal_weight: <NDArray 10x64 @gpu(0)>
2017-04-19 00:18:54,012 - root - INFO -    fc2_bias: <NDArray 64 @gpu(0)>
2017-04-19 00:18:54,012 - root - INFO -    data: <NDArray 32x74 @gpu(0)>
2017-04-19 00:18:54,012 - root - INFO -    fc1_bias: <NDArray 128 @gpu(0)>
2017-04-19 00:18:54,012 - root - INFO - Nework Aux Params: 
2017-04-19 00:18:54,012 - root - INFO - Optimizer Params: <class 'mxnet.optimizer.Adam'>
2017-04-19 00:18:54,012 - root - INFO -    epsilon: 1e-08
2017-04-19 00:18:54,012 - root - INFO -    beta2: 0.999
2017-04-19 00:18:54,012 - root - INFO -    beta1: 0.9
2017-04-19 00:18:54,012 - root - INFO -    rescale_grad: 1
2017-04-19 00:18:54,012 - root - INFO -    wd: 0.0
2017-04-19 00:18:54,012 - root - INFO -    lr: 0.0002
2017-04-19 00:18:56,792 - root - INFO - Epoch:0, Episode:1, Steps Left:95000/5000/100000, Reward:-175.000000, fps:1799.117716, Exploration:1.000000, Collision:0.040800/204 
2017-04-19 00:18:59,578 - root - INFO - Epoch:0, Episode:2, Steps Left:90000/5000/100000, Reward:-174.000000, fps:1794.388890, Exploration:1.000000, Collision:0.042800/214 
2017-04-19 00:19:02,331 - root - INFO - Epoch:0, Episode:3, Steps Left:85000/5000/100000, Reward:-148.000000, fps:1816.838682, Exploration:1.000000, Collision:0.038800/194 
2017-04-19 00:19:05,042 - root - INFO - Epoch:0, Episode:4, Steps Left:80000/5000/100000, Reward:-124.000000, fps:1843.898449, Exploration:1.000000, Collision:0.036000/180 
2017-04-19 00:19:07,804 - root - INFO - Epoch:0, Episode:5, Steps Left:75000/5000/100000, Reward:-122.000000, fps:1810.380020, Exploration:1.000000, Collision:0.035400/177 
2017-04-19 00:19:10,567 - root - INFO - Epoch:0, Episode:6, Steps Left:70000/5000/100000, Reward:-126.000000, fps:1809.787592, Exploration:1.000000, Collision:0.037600/188 
2017-04-19 00:19:13,353 - root - INFO - Epoch:0, Episode:7, Steps Left:65000/5000/100000, Reward:-104.000000, fps:1795.094961, Exploration:1.000000, Collision:0.036600/183 
2017-04-19 00:19:16,133 - root - INFO - Epoch:0, Episode:8, Steps Left:60000/5000/100000, Reward:-131.000000, fps:1798.141404, Exploration:1.000000, Collision:0.039200/196 
2017-04-19 00:19:18,876 - root - INFO - Epoch:0, Episode:9, Steps Left:55000/5000/100000, Reward:-138.000000, fps:1823.110744, Exploration:1.000000, Collision:0.038800/194 
2017-04-19 00:19:21,634 - root - INFO - Epoch:0, Episode:10, Steps Left:50000/5000/100000, Reward:-123.000000, fps:1813.199830, Exploration:1.000000, Collision:0.038200/191 
2017-04-19 00:19:28,397 - root - INFO - Epoch:0, Episode:11, Steps Left:45000/5000/100000, Reward:-203.000000, fps:739.313377, Exploration:0.991002, Collision:0.044000/220 , Avg Loss:0.630064/1000, Avg Q Value:0.055688/24 
2017-04-19 00:19:35,157 - root - INFO - Epoch:0, Episode:12, Steps Left:40000/5000/100000, Reward:-116.000000, fps:739.646615, Exploration:0.982002, Collision:0.037600/188 , Avg Loss:0.663567/1000, Avg Q Value:0.066160/81 
2017-04-19 00:19:41,956 - root - INFO - Epoch:0, Episode:13, Steps Left:35000/5000/100000, Reward:-157.000000, fps:735.413841, Exploration:0.973002, Collision:0.041000/205 , Avg Loss:0.533222/1000, Avg Q Value:0.098809/100 
2017-04-19 00:19:48,998 - root - INFO - Epoch:0, Episode:14, Steps Left:30000/5000/100000, Reward:-155.000000, fps:710.031613, Exploration:0.964002, Collision:0.040600/203 , Avg Loss:0.657277/1000, Avg Q Value:0.093801/141 
2017-04-19 00:19:55,873 - root - INFO - Epoch:0, Episode:15, Steps Left:25000/5000/100000, Reward:-123.000000, fps:727.296108, Exploration:0.955002, Collision:0.036200/181 , Avg Loss:0.694205/1000, Avg Q Value:0.145136/209 
2017-04-19 00:20:02,855 - root - INFO - Epoch:0, Episode:16, Steps Left:20000/5000/100000, Reward:-176.000000, fps:716.130572, Exploration:0.946002, Collision:0.042000/210 , Avg Loss:0.564790/1000, Avg Q Value:0.117997/257 
2017-04-19 00:20:10,016 - root - INFO - Epoch:0, Episode:17, Steps Left:15000/5000/100000, Reward:-194.000000, fps:698.246891, Exploration:0.937002, Collision:0.044800/224 , Avg Loss:0.657039/1000, Avg Q Value:0.043157/287 
2017-04-19 00:20:17,007 - root - INFO - Epoch:0, Episode:18, Steps Left:10000/5000/100000, Reward:-123.000000, fps:715.263594, Exploration:0.928002, Collision:0.035400/177 , Avg Loss:0.543913/1000, Avg Q Value:0.055139/324 
2017-04-19 00:20:24,601 - root - INFO - Epoch:0, Episode:19, Steps Left:5000/5000/100000, Reward:-126.000000, fps:658.436917, Exploration:0.919002, Collision:0.039800/199 , Avg Loss:0.709494/1000, Avg Q Value:0.016510/357 
2017-04-19 00:20:31,933 - root - INFO - Epoch:0, Episode:20, Steps Left:0/5000/100000, Reward:-132.000000, fps:681.887468, Exploration:0.910002, Collision:0.041400/207 , Avg Loss:0.521188/1000, Avg Q Value:0.016302/435 
2017-04-19 00:20:31,935 - root - INFO - Epoch:0, FPS:1021.229993, Avg Reward: -143.500000/20
2017-04-19 00:20:39,165 - root - INFO - Epoch:1, Episode:1, Steps Left:95000/5000/100000, Reward:-129.000000, fps:691.564550, Exploration:0.901002, Collision:0.039200/196 , Avg Loss:0.664274/1000, Avg Q Value:-0.148455/480 
2017-04-19 00:20:47,174 - root - INFO - Epoch:1, Episode:2, Steps Left:90000/5000/100000, Reward:-155.000000, fps:624.338438, Exploration:0.892002, Collision:0.039600/198 , Avg Loss:0.524956/1000, Avg Q Value:-0.161118/469 
2017-04-19 00:20:54,268 - root - INFO - Epoch:1, Episode:3, Steps Left:85000/5000/100000, Reward:-163.000000, fps:704.805877, Exploration:0.883002, Collision:0.042600/213 , Avg Loss:0.749908/1000, Avg Q Value:-0.436712/557 
2017-04-19 00:21:01,425 - root - INFO - Epoch:1, Episode:4, Steps Left:80000/5000/100000, Reward:-129.000000, fps:698.591459, Exploration:0.874002, Collision:0.035400/177 , Avg Loss:0.557319/1000, Avg Q Value:-0.371404/550 
2017-04-19 00:21:08,772 - root - INFO - Epoch:1, Episode:5, Steps Left:75000/5000/100000, Reward:-147.000000, fps:680.577855, Exploration:0.865002, Collision:0.040200/201 , Avg Loss:0.683647/1000, Avg Q Value:-0.650856/653 
2017-04-19 00:21:16,093 - root - INFO - Epoch:1, Episode:6, Steps Left:70000/5000/100000, Reward:-165.000000, fps:683.048725, Exploration:0.856002, Collision:0.039400/197 , Avg Loss:0.627359/1000, Avg Q Value:-0.698079/696 
2017-04-19 00:21:23,713 - root - INFO - Epoch:1, Episode:7, Steps Left:65000/5000/100000, Reward:-146.000000, fps:656.151544, Exploration:0.847002, Collision:0.040000/200 , Avg Loss:0.703364/1000, Avg Q Value:-0.992192/721 
2017-04-19 00:21:31,306 - root - INFO - Epoch:1, Episode:8, Steps Left:60000/5000/100000, Reward:-131.000000, fps:658.488582, Exploration:0.838002, Collision:0.040200/201 , Avg Loss:0.586205/1000, Avg Q Value:-0.968301/796 
2017-04-19 00:21:39,151 - root - INFO - Epoch:1, Episode:9, Steps Left:55000/5000/100000, Reward:-119.000000, fps:637.411198, Exploration:0.829002, Collision:0.033800/169 , Avg Loss:0.848867/1000, Avg Q Value:-1.316586/837 
2017-04-19 00:21:46,912 - root - INFO - Epoch:1, Episode:10, Steps Left:50000/5000/100000, Reward:-123.000000, fps:644.214090, Exploration:0.820002, Collision:0.033600/168 , Avg Loss:0.735586/1000, Avg Q Value:-1.267912/865 
