2017-04-15 00:40:40,226 - root - INFO - Epoch:0, Episode:1, Steps Left:95000/5000/100000, Reward:127.000000, fps:2669.666864, Exploration:1.000000, Collision:0.023600/118 
2017-04-15 00:40:42,295 - root - INFO - Epoch:0, Episode:2, Steps Left:90000/5000/100000, Reward:161.000000, fps:2417.290176, Exploration:1.000000, Collision:0.025400/127 
2017-04-15 00:40:44,337 - root - INFO - Epoch:0, Episode:3, Steps Left:85000/5000/100000, Reward:114.000000, fps:2448.292186, Exploration:1.000000, Collision:0.025800/129 
2017-04-15 00:40:46,367 - root - INFO - Epoch:0, Episode:4, Steps Left:80000/5000/100000, Reward:153.000000, fps:2463.209575, Exploration:1.000000, Collision:0.019600/98 
2017-04-15 00:40:48,433 - root - INFO - Epoch:0, Episode:5, Steps Left:75000/5000/100000, Reward:100.000000, fps:2419.679836, Exploration:1.000000, Collision:0.029000/145 
2017-04-15 00:40:50,487 - root - INFO - Epoch:0, Episode:6, Steps Left:70000/5000/100000, Reward:131.000000, fps:2434.806879, Exploration:1.000000, Collision:0.026400/132 
2017-04-15 00:40:52,530 - root - INFO - Epoch:0, Episode:7, Steps Left:65000/5000/100000, Reward:150.000000, fps:2448.321912, Exploration:1.000000, Collision:0.020400/102 
2017-04-15 00:40:54,576 - root - INFO - Epoch:0, Episode:8, Steps Left:60000/5000/100000, Reward:160.000000, fps:2442.922236, Exploration:1.000000, Collision:0.021800/109 
2017-04-15 00:40:56,606 - root - INFO - Epoch:0, Episode:9, Steps Left:55000/5000/100000, Reward:130.000000, fps:2464.246052, Exploration:1.000000, Collision:0.022800/114 
2017-04-15 00:40:58,652 - root - INFO - Epoch:0, Episode:10, Steps Left:50000/5000/100000, Reward:139.000000, fps:2443.784503, Exploration:1.000000, Collision:0.021800/109 
2017-04-15 00:41:03,109 - root - INFO - Epoch:0, Episode:11, Steps Left:45000/5000/100000, Reward:101.000000, fps:1121.770157, Exploration:0.991002, Collision:0.030200/151 , Avg Loss:1.506172/1000, Avg Q Value:0.030542/26 
2017-04-15 00:41:07,968 - root - INFO - Epoch:0, Episode:12, Steps Left:40000/5000/100000, Reward:122.000000, fps:1028.997774, Exploration:0.982002, Collision:0.024800/124 , Avg Loss:1.384723/1000, Avg Q Value:0.035636/67 
2017-04-15 00:41:12,533 - root - INFO - Epoch:0, Episode:13, Steps Left:35000/5000/100000, Reward:173.000000, fps:1095.491806, Exploration:0.973002, Collision:0.023400/117 , Avg Loss:1.409472/1000, Avg Q Value:0.051661/123 
2017-04-15 00:41:17,181 - root - INFO - Epoch:0, Episode:14, Steps Left:30000/5000/100000, Reward:116.000000, fps:1075.690114, Exploration:0.964002, Collision:0.026400/132 , Avg Loss:1.310884/1000, Avg Q Value:0.072487/158 
2017-04-15 00:41:22,065 - root - INFO - Epoch:0, Episode:15, Steps Left:25000/5000/100000, Reward:125.000000, fps:1023.836326, Exploration:0.955002, Collision:0.024800/124 , Avg Loss:1.576226/1000, Avg Q Value:0.110772/212 
2017-04-15 00:41:26,721 - root - INFO - Epoch:0, Episode:16, Steps Left:20000/5000/100000, Reward:197.000000, fps:1073.953962, Exploration:0.946002, Collision:0.021000/105 , Avg Loss:1.713387/1000, Avg Q Value:0.204067/270 
2017-04-15 00:41:31,486 - root - INFO - Epoch:0, Episode:17, Steps Left:15000/5000/100000, Reward:162.000000, fps:1049.363127, Exploration:0.937002, Collision:0.025400/127 , Avg Loss:2.223209/1000, Avg Q Value:0.268309/294 
2017-04-15 00:41:36,539 - root - INFO - Epoch:0, Episode:18, Steps Left:10000/5000/100000, Reward:125.000000, fps:989.478646, Exploration:0.928002, Collision:0.029200/146 , Avg Loss:1.808107/1000, Avg Q Value:0.264637/342 
2017-04-15 00:41:41,098 - root - INFO - Epoch:0, Episode:19, Steps Left:5000/5000/100000, Reward:166.000000, fps:1096.834009, Exploration:0.919002, Collision:0.023400/117 , Avg Loss:2.298534/1000, Avg Q Value:0.365627/386 
2017-04-15 00:41:45,712 - root - INFO - Epoch:0, Episode:20, Steps Left:0/5000/100000, Reward:171.000000, fps:1083.687082, Exploration:0.910002, Collision:0.020000/100 , Avg Loss:2.115933/1000, Avg Q Value:0.347970/448 
2017-04-15 00:41:45,712 - root - INFO - Epoch:0, FPS:1484.583624, Avg Reward: 141.150000/20
2017-04-15 00:41:50,364 - root - INFO - Epoch:1, Episode:1, Steps Left:95000/5000/100000, Reward:196.000000, fps:1074.962514, Exploration:0.901002, Collision:0.025400/127 , Avg Loss:2.579960/1000, Avg Q Value:0.455912/468 
2017-04-15 00:41:55,083 - root - INFO - Epoch:1, Episode:2, Steps Left:90000/5000/100000, Reward:185.000000, fps:1059.603987, Exploration:0.892002, Collision:0.020600/103 , Avg Loss:2.215760/1000, Avg Q Value:0.464421/502 
2017-04-15 00:41:59,775 - root - INFO - Epoch:1, Episode:3, Steps Left:85000/5000/100000, Reward:182.000000, fps:1065.591200, Exploration:0.883002, Collision:0.022400/112 , Avg Loss:2.674500/1000, Avg Q Value:0.622829/562 
2017-04-15 00:42:04,710 - root - INFO - Epoch:1, Episode:4, Steps Left:80000/5000/100000, Reward:223.000000, fps:1013.196496, Exploration:0.874002, Collision:0.025600/128 , Avg Loss:2.570661/1000, Avg Q Value:0.652813/622 
2017-04-15 00:42:09,486 - root - INFO - Epoch:1, Episode:5, Steps Left:75000/5000/100000, Reward:193.000000, fps:1046.945905, Exploration:0.865002, Collision:0.024200/121 , Avg Loss:2.957748/1000, Avg Q Value:0.737777/654 
2017-04-15 00:42:14,262 - root - INFO - Epoch:1, Episode:6, Steps Left:70000/5000/100000, Reward:188.000000, fps:1046.983172, Exploration:0.856002, Collision:0.025000/125 , Avg Loss:2.841031/1000, Avg Q Value:0.754942/641 
2017-04-15 00:42:19,235 - root - INFO - Epoch:1, Episode:7, Steps Left:65000/5000/100000, Reward:251.000000, fps:1005.527363, Exploration:0.847002, Collision:0.022200/111 , Avg Loss:3.171318/1000, Avg Q Value:0.930517/742 
2017-04-15 00:42:24,085 - root - INFO - Epoch:1, Episode:8, Steps Left:60000/5000/100000, Reward:226.000000, fps:1030.777564, Exploration:0.838002, Collision:0.026600/133 , Avg Loss:2.865489/1000, Avg Q Value:0.930847/796 
2017-04-15 00:42:29,137 - root - INFO - Epoch:1, Episode:9, Steps Left:55000/5000/100000, Reward:236.000000, fps:989.893948, Exploration:0.829002, Collision:0.027400/137 , Avg Loss:3.381517/1000, Avg Q Value:1.095738/884 
2017-04-15 00:42:34,125 - root - INFO - Epoch:1, Episode:10, Steps Left:50000/5000/100000, Reward:247.000000, fps:1002.305087, Exploration:0.820002, Collision:0.026800/134 , Avg Loss:3.459332/1000, Avg Q Value:1.098999/879 
2017-04-15 00:42:39,172 - root - INFO - Epoch:1, Episode:11, Steps Left:45000/5000/100000, Reward:206.000000, fps:990.718954, Exploration:0.811002, Collision:0.027800/139 , Avg Loss:3.444453/1000, Avg Q Value:1.267826/912 
2017-04-15 00:42:44,042 - root - INFO - Epoch:1, Episode:12, Steps Left:40000/5000/100000, Reward:248.000000, fps:1026.867155, Exploration:0.802002, Collision:0.025400/127 , Avg Loss:3.277851/1000, Avg Q Value:1.298904/1012 
2017-04-15 00:42:49,568 - root - INFO - Epoch:1, Episode:13, Steps Left:35000/5000/100000, Reward:255.000000, fps:904.761882, Exploration:0.793002, Collision:0.024000/120 , Avg Loss:3.710465/1000, Avg Q Value:1.483812/1043 
2017-04-15 00:42:54,645 - root - INFO - Epoch:1, Episode:14, Steps Left:30000/5000/100000, Reward:259.000000, fps:984.797325, Exploration:0.784002, Collision:0.023400/117 , Avg Loss:3.344295/1000, Avg Q Value:1.500604/1068 
2017-04-15 00:42:59,697 - root - INFO - Epoch:1, Episode:15, Steps Left:25000/5000/100000, Reward:267.000000, fps:989.890070, Exploration:0.775002, Collision:0.022600/113 , Avg Loss:3.900210/1000, Avg Q Value:1.696316/1066 
2017-04-15 00:43:04,723 - root - INFO - Epoch:1, Episode:16, Steps Left:20000/5000/100000, Reward:236.000000, fps:994.805896, Exploration:0.766002, Collision:0.025800/129 , Avg Loss:3.721016/1000, Avg Q Value:1.631405/1146 
2017-04-15 00:43:09,820 - root - INFO - Epoch:1, Episode:17, Steps Left:15000/5000/100000, Reward:246.000000, fps:981.018688, Exploration:0.757002, Collision:0.024600/123 , Avg Loss:3.650928/1000, Avg Q Value:1.783562/1169 
2017-04-15 00:43:15,289 - root - INFO - Epoch:1, Episode:18, Steps Left:10000/5000/100000, Reward:325.000000, fps:914.208313, Exploration:0.748002, Collision:0.022800/114 , Avg Loss:4.096180/1000, Avg Q Value:1.896320/1266 
2017-04-15 00:43:20,908 - root - INFO - Epoch:1, Episode:19, Steps Left:5000/5000/100000, Reward:322.000000, fps:889.858332, Exploration:0.739002, Collision:0.023600/118 , Avg Loss:3.966361/1000, Avg Q Value:2.039586/1292 
2017-04-15 00:43:26,093 - root - INFO - Epoch:1, Episode:20, Steps Left:0/5000/100000, Reward:310.000000, fps:964.467845, Exploration:0.730002, Collision:0.025000/125 , Avg Loss:4.042463/1000, Avg Q Value:2.021151/1287 
2017-04-15 00:43:26,093 - root - INFO - Epoch:1, FPS:996.210714, Avg Reward: 240.050000/20
2017-04-15 00:43:31,523 - root - INFO - Epoch:2, Episode:1, Steps Left:95000/5000/100000, Reward:282.000000, fps:920.765022, Exploration:0.721002, Collision:0.023600/118 , Avg Loss:4.225989/1000, Avg Q Value:2.167401/1339 
2017-04-15 00:43:36,712 - root - INFO - Epoch:2, Episode:2, Steps Left:90000/5000/100000, Reward:281.000000, fps:963.757309, Exploration:0.712002, Collision:0.023000/115 , Avg Loss:4.117521/1000, Avg Q Value:2.143370/1391 
2017-04-15 00:43:41,914 - root - INFO - Epoch:2, Episode:3, Steps Left:85000/5000/100000, Reward:287.000000, fps:961.162147, Exploration:0.703002, Collision:0.022600/113 , Avg Loss:4.212093/1000, Avg Q Value:2.280927/1464 
2017-04-15 00:43:47,173 - root - INFO - Epoch:2, Episode:4, Steps Left:80000/5000/100000, Reward:321.000000, fps:950.761211, Exploration:0.694002, Collision:0.020800/104 , Avg Loss:3.877857/1000, Avg Q Value:2.315606/1519 
2017-04-15 00:43:52,377 - root - INFO - Epoch:2, Episode:5, Steps Left:75000/5000/100000, Reward:302.000000, fps:960.891173, Exploration:0.685002, Collision:0.021400/107 , Avg Loss:3.694969/1000, Avg Q Value:2.439201/1598 
2017-04-15 00:43:57,587 - root - INFO - Epoch:2, Episode:6, Steps Left:70000/5000/100000, Reward:315.000000, fps:959.653675, Exploration:0.676002, Collision:0.021000/105 , Avg Loss:4.085034/1000, Avg Q Value:2.475930/1598 
2017-04-15 00:44:03,004 - root - INFO - Epoch:2, Episode:7, Steps Left:65000/5000/100000, Reward:305.000000, fps:922.995941, Exploration:0.667002, Collision:0.023000/115 , Avg Loss:4.064903/1000, Avg Q Value:2.620957/1625 
2017-04-15 00:44:08,222 - root - INFO - Epoch:2, Episode:8, Steps Left:60000/5000/100000, Reward:363.000000, fps:958.210169, Exploration:0.658002, Collision:0.024000/120 , Avg Loss:3.919956/1000, Avg Q Value:2.665120/1602 
2017-04-15 00:44:13,397 - root - INFO - Epoch:2, Episode:9, Steps Left:55000/5000/100000, Reward:335.000000, fps:966.363584, Exploration:0.649002, Collision:0.022400/112 , Avg Loss:4.541047/1000, Avg Q Value:2.809763/1694 
2017-04-15 00:44:19,062 - root - INFO - Epoch:2, Episode:10, Steps Left:50000/5000/100000, Reward:320.000000, fps:882.600690, Exploration:0.640002, Collision:0.022200/111 , Avg Loss:4.490911/1000, Avg Q Value:2.849329/1768 
2017-04-15 00:44:24,362 - root - INFO - Epoch:2, Episode:11, Steps Left:45000/5000/100000, Reward:351.000000, fps:943.346542, Exploration:0.631002, Collision:0.022800/114 , Avg Loss:4.494168/1000, Avg Q Value:2.944549/1788 
